,year,release_date,category,genre,title,creator,title_image,introduction,country_category,country_name,video,production,distribution,grade,runtime,remake,cast,staff,awards,series,soundtrack,amount,ref_video
132,1990,1990 .12.01 개봉,영화,"액션, 범죄, 스릴러",성전풍운,임영동,https://movie-phinf.pstatic.net/20111223_103/1324620058156UsPub_JPEG/movie_image.jpg,폴란드주재 미국대사 일가가 국제 테러단에 의해모두 사살당한 후 구사일생으로 살아난 미국 CIA요원 레드너는 복수를 위해테러단의 뒤를 쫓는다. 미.일 경제단을 암살하려는 두목 한니발이 홍콩경찰 방반장의 애인인 방송국 여기자를 납치하면서 첩보전은 새로운 국면으로 접어든다.,해외,홍콩,https://www.youtube.com/results?search_query=%EC%98%81%ED%99%94%20%EC%84%B1%EC%A0%84%ED%92%8D%EC%9A%B4%20%EC%98%88%EA%B3%A0%ED%8E%B8,-,-,청소년 관람불가,103분,-,딘 해링튼 루이스 로스 황광량 데이비드 헤디슨 베론 웰스 관지림 올리비아 핫세 이수현 ,  남연 (각본) 용첨무 (각본) 노역시 (각본) 관적파 (각본) 맥가 (출품인) 유홍천 (촬영) 육곤륜 (음악) 주국충 (편집),-,-,-,-,https://www.youtube.com/watch?v=9auzxRMlQUg
133,1990,1990 .07.21 개봉,영화,"모험, 코미디, 판타지",세라자드,필립 드 브로카,https://movie-phinf.pstatic.net/20111221_195/1324475461422VN7Bn_JPEG/movie_image.jpg,알라딘의 요술 램프 이야기. 캐서린 제타 존스의 첫 데뷔작.@  노예 출신의 미녀 세라자드(Sheherazade: 캐더린 제타-존스 분)는 거리에서 팔려 나가기 직전 왕의 대신에 의해 궁궐로 끌려간다. 그러나 극적으로 탈출에 성공한 세라자드는 우연히 쓰레기 더미에서 요술 램프를 발견한다. 그 요술램프의 요정 지미(The Genie: 제라드 주그노트 분 / Aladin: 스티븐 프레이스 분)는 현대의 아파트에 살면서 세라자드가 구원을 요청할 때마다 온갖 현대식 무기들을 동원하여 그녀를 구해낸다. 그러던 중 세라자드는 우여히 바닷가로 나왔다가 고독에 싸여있는 왕(The King: 씨에리 레미티 분)을 발견하고 연민을 느끼다가 마침내 두사람은 사랑에 빠져 행복한 여행을 떠나는데 이 틈을 노려 대신은 세라자드의 램프를 훔쳐 마침 그 속에 있던 왕대 세라자드를 납치하여 주권을 가로챈다. 운명의 램프는 바닷속으로 빠지고 거대한 물고기를 건져올린 어부에 의해 다시 세상에 나타나 마침내 세라자드를 구해내는데 성공한다.,해외,프랑스 / 이탈리아,https://www.youtube.com/watch?v=WKQSRFlfr50,-,-,NR,98분,-,비토리오 가스만 띠에리 레미띠 스테판 프레이스 제라르 쥐노 캐서린 제타 존스 ,  필립 드 브로카 Philippe De Broca (각본) 모리스 일루즈 Maurice Illouz (제작) 장 투니에 Jean Tournier (촬영) 가브리엘 야레 Gabriel Yared (음악) 프랑수아 드 라모스 Francois de Lamothe (미술) 자크 폰테레이 Jacques Fonteray (의상) 헨리 라노 Henri Lanoe (편집),-,-,-,   ,https://www.youtube.com/watch?v=eXoYiBtIJEs
134,1990,1990 .04.28 개봉,영화,드라마,섹스 거짓말 그리고 비디오테이프,스티븐 소더버그,https://movie-phinf.pstatic.net/20111221_18/1324450220070DUeCF_JPEG/movie_image.jpg,"존(John: 피터 갤러거 분)과 앤(Ann: 앤디 맥도웰 분)은 겉보기에는 남부러울 것이 없는 부부다. 그러나 존은 처제 신시아(Cynthia: 로라 산 지아코모 분)와 불륜의 관계에 있고, 앤은 정신과 의사의 상담을 받고 있다. 어느날 존의 친구 그레이엄(Graham: 제임스 스페이더 분)이 집으로 찾아온다. 앤은 그레이엄이 살 아파트를 찾아 같이 나간다. 이미 수개월 동안 존과 육체적 접촉을 갖지 않았던 앤은 스스로 성불구이며 다른 사람이 있으면 성행위를 할 수 없다는 그레이엄의 고백에 놀라는 한편 매혹당한다. 바로 그 때 존은 신시아를 집으로 초대해 열정적인 밀애를 즐긴다. 얼마 후 앤은 그레이엄의 집에 우연히 들렸다가 여자들의 이름이 쓰인 비디오 테이프를 발견한다. 테이프들은 그레이엄이 여자들의 성경험을 인터뷰하여 만든 것이다. 결국 앤도 존과의 관계를 비디오 테이프에 담으면서 그들의 삶은 돌이킬 수 없는 파탄의 길로 빠져드는데.",해외,미국,https://www.youtube.com/results?search_query=%EC%98%81%ED%99%94%20%EC%84%B9%EC%8A%A4%20%EA%B1%B0%EC%A7%93%EB%A7%90%20%EA%B7%B8%EB%A6%AC%EA%B3%A0%20%EB%B9%84%EB%94%94%EC%98%A4%ED%85%8C%EC%9D%B4%ED%94%84%20%EC%98%88%EA%B3%A0%ED%8E%B8,-,-,청소년 관람불가,100분,-,스티븐 브릴 론 바우터 로라 산 지아코모 피터 갤러거 앤디 맥도웰 제임스 스페이더 ,  로버트 W. 소더버그 Robert W. Soderberg (각본) 스티븐 소더버그 Steven Soderbergh (각본) 존 하디 John Hardy (제작) 로버트 F. 뉴마이어 Robert F. Newmyer (제작) 모건 메이슨 Morgan Mason (기획) 낸시 테넨바움 Nancy Tenenbaum (기획) 닉 웨슬러 Nick Wechsler (기획) 왈트 로이드 Walt Lloyd (촬영) 클리프 마티네즈 Cliff Martinez (음악) 제임스 라이더 James Ryder (의상) 스티븐 소더버그 Steven Soderbergh (편집) 데보라 아퀼라 Deborah Aquila (배역),배우/제작진 수상 이력@수상정보 테이블표@2017@제 30회 도쿄국제영화제@후보@스티븐 소더버그의 세계 (아메리칸 항공 후원) (스티븐 소더버그)@2014@제 40회 서울독립영화제@후보@해외초청 (스티븐 소더버그)@2009@제 25회 선댄스영화제@후보@선댄스 컬렉션 (스티븐 소더버그)@1990@제 47회 골든 글로브 시상식@후보@각본상 (스티븐 소더버그)@후보@여우조연상 (로라 산 지아코모)@후보@여우주연상-드라마 (앤디 맥도웰)@1989@제 5회 선댄스영화제@수상@관객상 - 단편 (스티븐 소더버그)@후보@심사위원대상(미국 드라마) (스티븐 소더버그)@제 2회 시카고 비평가 협회상@수상@여우조연상 (로라 산 지아코모)@제 15회 LA 비평가 협회상@수상@신인상 (로라 산 지아코모)@수상@여우주연상 (앤디 맥도웰)@제 42회 칸영화제@수상@남우주연상 (제임스 스페이더)@수상@황금종려상 (스티븐 소더버그),-,-,-,https://www.youtube.com/watch?v=ZXMeddm0B5k
135,1990,1990 .04.05 개봉,영화,스릴러,소련 KGB,존 맥켄지,https://movie-phinf.pstatic.net/20111223_284/13246110722011MvHR_JPEG/movie_image.jpg,"68년 소련, 영국, 미국의 핵무기 확산 금지 조약으로 체결된 4개의 의정서는 현재 제4의정서만 존재한다. KGB의 최고 책임자 고보신 장군은 냉전 심화를 유도, KGB를 주무르기 위해 제4의정서 파기 계획을 시행한다. 그는 소련 정보부의 페트로프스키 소령을 차출, 영국으로 파견한다. 그의 임무는 소형 원폭을 제작, 폭파시켜, 영국에서 미군기지를 축출하는 것이다. 그런데 뇌관으로 쓸 리치움 원판이 항만청출입국의 프레스톤의 눈에 뜨이고, 그는 중대한 음모가 있다는 보고서를 제출한다. 고보신의 음모를 달가와하지 않는 소련 정보부는 윙클러를 페트로프스키와 접선시킨다. 프레스톤은 윙클러를 쫓다가 페트로프스키의 은신처를 찾아 위기를 막는다. 그러나 모든 사건이 양국 고위 정보책임자들의 게임이었음을 알고 허탈감에 빠진다.",해외,영국,https://www.youtube.com/results?search_query=%EC%98%81%ED%99%94%20%EC%86%8C%EB%A0%A8%20KGB%20%EC%98%88%EA%B3%A0%ED%8E%B8,-,-,15세 관람가,119분,-,조안나 캐시디 안톤 로저스 이안 리처드슨 레이 맥아널리 마이클 고 줄리안 글로버 네드 비티 피어스 브로스넌 마이클 케인 ,  프레드릭 포사이드 Frederick Forsyth (원작자) 프레드릭 포사이드 Frederick Forsyth (기획) 마이클 케인 Michael Caine (기획) 필 메히어스 Phil Meheux (촬영) 랄로 쉬프린 Lalo Schifrin (음악) 그레이엄 월커 Graham Walker (편집),-,-,-,-,https://www.youtube.com/watch?v=zEG3Z5LrqJg
136,1990,1990 .12.15 개봉,영화,액션,소림목인항,나유  진지화,https://movie-phinf.pstatic.net/20160831_261/1472623040385uVOhs_JPEG/movie_image.jpg,"아버지의 원수에게 복수를 하기 위해 소림사에서 무술을 연마하는 벙어리(성룡). 그는 다른 제자들보다 배움의 속도가 느려 쫓겨날 위기에 처한다. 하지만 벙어리는 성실함 하나만으로 '취권'과 '사학팔보'를 배우고, 지하 감옥에 갇혀 있던 늙은 해지에게 음식을 가져다 주면서 소림 권법의 모든 것을 배우기에 이른다. 벙어리는 이렇게 배운 무술을 통해 소림을 떠나는 테스트에서 목인들을 이기고 소림 수제자의 표식을 받으며 해산에 성공한다. 한편, 지하 감옥에 갇혀 있던 해지는 감옥을 탈출한 뒤 복수를 위해 소림사를 공격할 계획을 세운다. 위기에 직면한 소림사는 대책 마련을 위해 벙어리를 다시 불러들이는데-",해외,홍콩,https://www.youtube.com/results?search_query=%EC%98%81%ED%99%94%20%EC%86%8C%EB%A6%BC%EB%AA%A9%EC%9D%B8%ED%95%AD%20%EC%98%88%EA%B3%A0%ED%8E%B8,(주) 케이알씨지,(주) 케이알씨지,15세 관람가,107분,-,용군아 금강 성룡 ,  나유 Wei Lo (제작) 진지화 (제작),-,-,-,  ,-
138,1990,1990 .02.20 개봉,영화,"코미디, 액션",소쩍궁 탐정,남기남,https://movie-phinf.pstatic.net/20111222_182/1324565314918YOHEh_JPEG/movie_image.jpg,헬렌킴은 미국에서 보험회사 재벌로 성공한 재미교포의 딸로 친구 허수정과 함께 10여년만에 조국을 찾는다. 헬렌킴의 신변보호책임을 맡은 한국측 보험회사에서는 안전을 기하기 위해 특별경호팀을 구성한다. 그러나 이들의 요란한 경호에 짜증이 난 헬렌킴과 허수정은 즉각 경호원을 물리쳐 달라고 강력하게 항의한다. 이로인해 난처해진 보험회사에서는 근접경호는 포기하고 원거리 경호만 하기로 한다. 그 경호책임을 맡은 아리송과 오리무중은 헬렌킴과 허수정을 그림자처럼 따라다닌다. 어느날 그녀들에게 접근한 고지식을 납치범으로 오인해서 체포한 아리송과 오리무중은 의기양양해 하지만.,국내,한국,https://www.youtube.com/results?search_query=%EC%98%81%ED%99%94%20%EC%86%8C%EC%A9%8D%EA%B6%81%20%ED%83%90%EC%A0%95%20%EC%98%88%EA%B3%A0%ED%8E%B8,-,-,전체 관람가,80분,-,김민수 남진모 정봉연 황인조 정병용 장동일 문미봉 이석구 주상호 김기범 박동룡 김하림 김보경 송윤주 박승대 김의환 민복기 주현정 심형래 ,  홍종원 (각본) 전왕규 (제작) 원성웅 (기획) 이종영 (촬영부) 허봉완 (촬영부) 한학수 (촬영부) 김안홍 (촬영) 조길수 (조명) 이주생 (조명부) 이성우 (조명부) 추인식 (조명부) 김경선 (조명부) 김동준 (조감독) 송윤섭 (조감독) 김현미 (조감독) 김병일 (녹음) 이종식 (음악) 현동춘 (편집) 세방현상소 (현상) 이성근 (효과),-,-,-,-,-
139,1990,1990 .03.24 개봉,영화,"가족, 드라마",수탉,신승수,https://movie-phinf.pstatic.net/20120305_159/1330911550703rihVU_JPEG/movie_image.jpg,"두칠은 소규모 양계장의 주인이자 가장이지만 억척 마누라 오씨와 장모, 세 딸 사이에서 기를 못 펴고 사는 46세의 남자다. 그는 양계장에서 닭똥냄새에 찌들어 일꾼 노릇 밖에 못하고, 아내의 등쌀에 부부관계에서도 무능력해진 것이다. 그러던 중 두칠은 닭을 납품하러 갓다가 도계장 경리과에서 근무하는 옥자를 만난다. 그녀는 빈곤한 가족과 동생의 학비조달을 위해 퇴근후에는 퇴폐 이발소와 여관을 드나들며 매춘을 하고 있다. 두칠은 큰딸 일란과의 결혼을 호소하는 계란 장사 덕배와 함께 술을 마시다 단속 경관을 피해 들어선 고급스런 이발소에서 옥자를 다시 만나고는 착잡한 심경에 빠진다. 그 후 옥자에게 동질감같은 연민을 느낀 두칠은 의도적으로 그녀에게 접근한다. 옥자도 두칠의 선하고 진솔한 인간성에 점차 마음이 기운다. 도시를 떠나 동해안 새벽바닷가에 도착한 두 사람은 수면위로 솟아오르는 태양의 눈부신 일출을 보며, 비로소 자신들의 뜨거운 인생이 시작되고 있음을 안다.",국내,한국,https://www.youtube.com/results?search_query=%EC%98%81%ED%99%94%20%EC%88%98%ED%83%89%20%EC%98%88%EA%B3%A0%ED%8E%B8,-,-,청소년 관람불가,109분,-,양수정 박은하 전혜성 윤인자 김유행 국정환 김애경 김희라 최유라 김인문 ,  권재우 (각본) 나한봉 (각본) 권재우 (원작자) 도동환 (제작) 도용기 (제작) 도동환 (기획) 이은길 (촬영부) 황철현 (촬영부) 허상기 (촬영부) 양희준 (촬영부) 진영호 (촬영) 서병수 (조명) 이석환 (조명부) 김태일 (조명부) 김제근 (조명부) 김현정 (조명부) 이성환 (조명부) 윤진호 (스틸) 천계동 (조감독) 허동우 (조감독) 백용신 (스크립터) 김병수 (녹음) 이성근 (녹음) 신병하 (음악) 도용우 (미술) 윤종두 (특수촬영) 김현 (편집) 고임표 (네가편집) 김승호 (색보정) 김광태 (소품팀) 이원우 (소품) 영화진흥위원회 현상실 (현상) 양대호 (효과),배우/제작진 수상 이력@수상정보 테이블표@1990@제 28회 대종상 영화제@수상@각색상 (나한봉)@수상@남우조연상 (김희라)@수상@신인여자배우상 (최유라)@수상@우수작품상 (대동흥업),-,-,-,-
140,1990,1990 .12.22 개봉,영화,"SF, 가족, 모험, 액션",슈퍼 홍길동 4 - 짬뽕 홍길동,임종호,https://movie-phinf.pstatic.net/20111222_232/1324565252587hey25_JPEG/movie_image.jpg,"지각하는 바람에 과거도 못 치르고 집으로 돌아온 장난꾸러기 길동(이창훈)은 이 일로 인해 아버지한테 한바탕 혼나지만 하인 덜렁이(최영준)만 괴롭힌다. 한편 4천왕 요괴들은 한 대감의 집을 습격하여 한 대감을 살해하고 흑마왕을 부활시키기 위해 한 대감의 딸 송이(김현숙)를 납치하고 졸지에 아버지와 누나를 잃은 한 대감의 아들이자 송이의 동생인 솔이(이영호)는 아버지를 죽이고 누나를 납치해 간 4천왕 요괴들을 퇴치하는 동시에 그들에게 납치당해 간 누나를 구하고자 길동을 찾아온다. 점점 횡포가 심해지는 4천왕 요괴들을 이기기 위해 옛 스승 백운도사(장팔)를 찾아간 길동은 달랑 족자 하나만을 얻어온다. 한편 집에서는 길동의 버릇을 고치기 위해 장가를 보내려 하고, 우연히 족자의 비밀을 푼 길동은 솔이와 함께 집을 나온다. 험준한 산을 넘을 때마다 나타나는 무서운 악귀들을 무찌르면서 헤쳐나간 길동과 솔이는 드디어 정상에 올라 천궁을 얻는다. 용기 백백한 이들은 천궁으로 4천왕 요괴들을 물리치고 흑마왕의 부활을 막으며 송이를 구하게 된다.",국내,한국,https://www.youtube.com/results?search_query=%EC%98%81%ED%99%94%20%EC%8A%88%ED%8D%BC%20%ED%99%8D%EA%B8%B8%EB%8F%99%204%20-%20%EC%A7%AC%EB%BD%95%20%ED%99%8D%EA%B8%B8%EB%8F%99%20%EC%98%88%EA%B3%A0%ED%8E%B8,-,-,NR,86분,-,장팔 김현숙 이영호 최영준 이창훈 ,  임종호 (각본) 김춘범 (제작총지휘) 방성철 (제작부장) 양근복 (제작부장) 남우영 (기획) 공평재 (촬영부) 노양호 (촬영부) 이승준 (촬영부) 허규범 (촬영) 손영철 (조명) 양권모 (조명부) 이정훈 (조명부) 한영태 (조명부) 윤동실 (스틸) 권왕례 (조연출) 조현승 (스크립터) 김병수 (녹음) 남우영 (음악) 임종호 (특수애니메이션) 백진 (특수효과) 장인한 (분장) 이해윤 (의상) 임종호 (편집) 장동일 (무술연출) 차순하 (소품) 양대호 (효과),-,-,-,-,-
141,1990,1990 .12.15 개봉,영화,"모험, SF, 가족, 액션",슈퍼맨 4 - 최강의 적,시드니 퓨리,https://movie-phinf.pstatic.net/20111221_189/1324451722011PvCnG_JPEG/movie_image.jpg,-,해외,미국,https://www.youtube.com/watch?v=KwV9n9gDzjw,광명영화,-,전체 관람가,90분,-,마곳 키더 마리엘 헤밍웨이 마크 필로우 샘 워너메이커 존 크라이어 마크 맥클루어 재키 쿠퍼 진 핵크만 크리스토퍼 리브 ,  로렌스 코너 Lawrence Konner (각본) 마크 로젠덜 Mark Rosenthal (각본) 크리스토퍼 리브 Christopher Reeve (원안) 로렌스 코너 Lawrence Konner (원안) 마크 로젠덜 Mark Rosenthal (원안) 조 슈스터 Joe Shuster (원조) 제리 시겔 Jerry Siegel (원조) 알렉산더 샐킨드 Alexander Salkind (프로듀서) 메나헴 골란 Menahem Golan (제작) 요람 글로버스 Yoram Globus (제작) 마이클 J. 케이건 Michael J. Kagan (기획) 어니스트 데이 Ernest Day (촬영) 존 윌리엄스 John Williams (음악) 알렉산더 커리지 Alexander Courage (음악) 존 그레이스마크 John Graysmark (미술) 제리 시겔 Jerry Siegel (특수효과) 존 브룸필드 John Bloomfield (의상) 존 셜리 John Shirley (편집),배우/제작진 수상 이력@수상정보 테이블표@1988@제 8회 골든 라즈베리 시상식@후보@최악의 여우조연상 (마리엘 헤밍웨이)@후보@최악의 특수효과상,-,-,-,https://www.youtube.com/watch?v=2KLf6pNcizk
142,1990,1990 개봉,영화,"액션, SF, 가족, 모험",슈퍼맨 일지매,남기남,https://movie-phinf.pstatic.net/20111222_258/1324499985843PDlpj_JPEG/movie_image.jpg,"굵은테 안경에 헐렁한 옷차림의 동수는 순진하고 고지식한 청년이지만 불의의 순간에는 일지매로 변신해 악당들을 격퇴한다. 그는 같은 회사의 영옥을 사랑하는데, 사정을 모르는 영옥은 일지매같은 박력있는 남자가 좋다며 동수는 상대도 않는다. 그래도 동수는 끈질기게 데이트를 청하고, 영옥은 데이트코치 수강료를 받기로 하고 동수와 데이트한다. 이들의 사랑이 익어갈 무렵 영옥이 납치당하는 사건이 일어난다. 불량식품을 제조판매하던 일당이 마약에도 관계한다는 것을 우연히 영옥이 알았기 때문이다.동수는 간신히 납치장소를 알아내고, 영옥이 악당들에게 린치당하고 있을 때 일지매로 나타나 혈전을 벌인다. 급기야 힘이 부친 일지매가 영옥이 갇힌 방에 함께 갇힌다. 영옥은 동수가 일지매였다는 사실에 놀라면서 기쁨을 감추지 못한다. 그리고 평소 동수를 따르던 문철과 학규의 도움으로 힘을 재충전한 일지매는 통쾌하게 악당들을 일망타진한다.",국내,한국,https://www.youtube.com/watch?v=KwV9n9gDzjw,-,-,전체 관람가,85분,-,김보경 양지선 허홍권 송전호 강희영 최수종 ,  홍종원 (각본) 박종복 (제작부장) 강대진 (제작) 박노형 (기획) 이종녕 (촬영부) 허봉완 (촬영부) 한학수 (촬영부) 김안홍 (촬영) 조길수 (조명) 이주생 (조명부) 이성우 (조명부) 추인식 (조명부) 김경선 (조명부) 송윤섭 (조연출) 김동준 (조연출) 김현미 (조연출) 김병수 (녹음) 이성근 (녹음) 이종식 (음악) 윤종두 (특수촬영) 왕룡 (특수효과) 송일근 (분장) 현동춘 (편집) 이원우 (소품) 양대호 (효과),-,-,-,    -,https://www.youtube.com/watch?v=563fDXhJ5_A
145,1990,1990 .06.02 개봉,영화,드라마,스텔라,존 어만,https://movie-phinf.pstatic.net/20111222_81/132449878139664HWY_JPEG/movie_image.jpg,"매우 낙천적이고 진취적인 스텔라(Stella Claire: 베티 미들러 분)는 비록 바텐더 생활로 돈을 벌며 궁핍하게 살고 있지만 독립심이 강하고 자존심이 대단한 여인이다. 그녀는 핸섬한 청년 의사 스티븐(Stephen Dallas: 스티븐 콜린스 분)을 만나 그의 아이를 갖게 되지만 끝내 결혼하기를 거부한다. 결국 스티븐과 헤어진 스텔라는 오랫 동안 친구 사이로 지내온 에드 먼(Ed Munn: 존 굿맨 분)의 도움으로 딸 제니를 출산하고 미혼모가 되어 혼자 어렵게 양육한다.@ 점차 아름답고 발랄한 틴에이저로 큰 제니(Jenny Claire: 트리니 알바라도 분)는 스텔라를 엄마이자 자매, 또한 가장 친한 친구로 여긴다. 그러나 화장품 행상으로 근근히 생활비를 충당하는 스텔라는 하층 계급의 생활 수준으로 살아가야 하는 제니의 가난한 성장을 지켜보다 못해 이를 악물고 제니를 포기한다. 그리고 끝내 부유한 아버지에게 소중한 딸을 보내는 것이다.",해외,미국,https://www.youtube.com/watch?v=d2VN6NNa9BE,-,-,PG-13,108분,-,윌리엄 맥나마라 벤 스틸러 린다 하트 에일린 브레넌 마사 메이슨 스티븐 콜린스 트리니 알바라도 존 굿맨 베트 미들러 ,  로버트 겟첼 Robert Getchell (각본) 올리브 히긴스 프로티 Olive Higgins Prouty (원작자) 사무엘 골드윈 주니어 Samuel Goldwyn Jr. (제작) 보니 브룩하이머 Bonnie Bruckheimer (공동제작) 데이비드 컷츠워스 David Coatsworth (협력프로듀서) 데이비드 V. 피커 David V. Picker (기획) 빌리 윌리엄스 Billy Williams (촬영) 존 모리스 John Morris (음악) 제프 긴 Jeff Ginn (아트디렉터) 제임스 헐시 James Hulsey (미술) 스티브 쉐척 Steve Shewchuk (세트) 데아도라 밴 런클 Theadora Van Runkle (의상) 제롤드 L. 루드윅 Jerrold L. Ludwig (편집) 버드 몰린 Bud Molin (편집) 하워드 퓨어 Howard Feuer (배역),배우/제작진 수상 이력@수상정보 테이블표@1991@제 11회 골든 라즈베리 시상식@후보@최악의 여우주연상 (베트 미들러)@후보@최악의 주제가상 ( "One More Cheer for Me!"")",-,-,-,-
147,2020,"2020 .04.22 재개봉, 2013 .09.26 재개봉, 1993 .11.13 재개봉, 1990 .07.07 개봉",영화,"드라마, 멜로/로맨스",시네마 천국,쥬세페 토르나토레,https://movie-phinf.pstatic.net/20200511_80/15891794383718GdQN_JPEG/movie_image.jpg,"어린 시절 영화가 세상의 전부였던 소년 토토는 학교 수업을 마치면 마을 광장에 있는 낡은 시네마 천국이라는 극장으로 달려가 영사 기사 알프레도와 친구로 지내며 어깨너머로 영사기술을 배운다. 어느 날 관객들을 위해 광장에서 야외 상영을 해주던 알프레도가 그만 화재 사고로 실명하게 되고, 토토가 그의 뒤를 이어 시네마 천국의 영상기사로 일하게 된다. 실명한 후에도 토토의 친구이자 아버지로 든든한 정신적 지주가 되어준 알프레도는 청년이 된 토토가 사랑하는 여자 엘레나의 부모님의 반대로 좌절하자 넓은 세상으로 나가서 더 많은 것을 배우라며 권유하는데-",해외,프랑스 / 이탈리아,https://www.youtube.com/results?search_query=%EC%98%81%ED%99%94%20%EC%8B%9C%EB%84%A4%EB%A7%88%20%EC%B2%9C%EA%B5%AD%20%EC%98%88%EA%B3%A0%ED%8E%B8,(주)왓챠,(주)왓챠,전체 관람가,124분,-,니노 테르조 로버타 레나 니콜라 디 핀토 타노 시마로사 레오폴도 트리에스테 아그네즈 나노 푸펠라 마지오 레오 굴로타 아이사 다니엘리 엔조 카나발 안토넬라 아틸리 브리지트 포시 살바토레 카스치오 자끄 페렝 필립 느와레 마르코 레오나르디 ,  쥬세페 토르나토레 Giuseppe Tornatore (각본) 프랑코 크리스탈디 Franco Cristaldi (제작) 블라스코 지우라토 Blasco Giurato (촬영) 엔니오 모리꼬네 Ennio Morricone (음악) 안드레아 크리산티 Andrea Crisanti (미술) 마리오 모라 Mario Morra (편집),배우/제작진 수상 이력@수상정보 테이블표@2019@제 30회 팜스프링스 국제영화제@후보@팜 스프링스 캐논 (쥬세페 토르나토레)@2018@제 14회 제주영화제@후보@아일랜드시네마 (쥬세페 토르나토레)@2014@제 2회 무주산골영화제@후보@상영작 - 락 (쥬세페 토르나토레)@제 25회 팜스프링스 국제영화제@후보@25th 애니버서리 쇼케이스 (쥬세페 토르나토레)@후보@프리 스크리닝 (쥬세페 토르나토레)@제 6회 이탈리아영화제@후보@포커스 (쥬세페 토르나토레)@1991@제 11회 런던 비평가 협회상@수상@남우주연상 (필립 느와레)@수상@외국어영화상@제 44회 영국 아카데미 시상식@수상@각본상 (쥬세페 토르나토레)@수상@남우조연상 (살바토레 카스치오)@수상@남우주연상 (필립 느와레)@수상@안소니 아스퀴스상 (엔니오 모리꼬네)@수상@외국어영화상 (Franco Cristaldi)@1990@제 11회 청룡영화상@수상@외국영화상@제 62회 미국 아카데미 시상식@수상@외국어영화상 (쥬세페 토르나토레)@제 47회 골든 글로브 시상식@수상@외국어 영화상 (쥬세페 토르나토레)@1989@제 2회 유럽영화상@수상@심사위원특별상 (쥬세페 토르나토레)@제 42회 칸영화제@수상@심사위원대상 (쥬세페 토르나토레)@접기,-,-,-,https://www.youtube.com/watch?v=3BwEOh63cCY
148,1990,1990 .07.14 개봉,영화,"코미디, 멜로/로맨스",시라노,장-폴 라프노,https://movie-phinf.pstatic.net/20111222_25/1324558279995Ra9mA_JPEG/movie_image.jpg,"17세기 중엽의 파리, 싸움과 도전을 좋아하고 문학적 재능을 지닌 시라노(Cyrano De Bergerac: 제라드 드빠드듀 분)는 보통 사람보다 큰 코 때문에 열등의식을 갖고 있다. 그는 8촌 여동생 록산(Roxane: 안느 브르 분)을 사랑하면서도 추한 몰골 때문에 사랑을 고백하지 못한다. 아무 것도 모르는 록산은 시라노의 근위대에 있는 미남 청년 크리스창(Christian de Neuvillette: 뱅상 페레 분)과 사랑에 빠진다. 시라노는 문학적 재질이 없는 그를 대신해 정열적이면서 아름다운 사랑의 편지를 대필하면서 록산을 향한 자기의 사랑을 전달한다. 전쟁의 와중에서도 시라노는 크리스창의 이름으로 록산에게 사랑의 편지를 보낸는데, 크리스창은 그 편지를 부치러 가다 전사한다. 편지를 안은 채 숨진 크리스창에게 감동한 록산은 감동하여 수녀원에서 미망 세월을 보낸다. 그리고 시라노는 한 번도 거르지 않고 15년간 일주일에 한 번 록산을 찾아가 말벗이 되어준다. 어느 날 수녀원에 가던 중 시라노는 자신을 시기하던 자들의 함정에 머리를 크게 다친다. 간신히 약속 시간에 맞춰 수녀원에 도착한 시라노는 크리스창의 이름으로 보냈던 마지막 편지를 꿈꾸듯 왼다. 비로소 록산은 수많은 편지의 주인공이 그였음을 알고, 시나로는 록산의 품에서 숨을 거둔다.",해외,프랑스,https://www.youtube.com/watch?v=gu5muRnRTNY,-,-,PG,135분,-,쟈크 웨버 벵상 뻬레 안느 브로쉐 제라르 드빠르디유 ,  르네 클레이망 Rene Cleitman (프로듀서) 패트릭 보르디에 Patrick Bordier (프로듀서) 피에르 롬 Pierre Lhomme (촬영) 피에르 가메 Pierre Gamet (음향) 장 끌로드 페티 Jean-Claude Petit (음악) 에지오 프리게리오 Ezio Frigerio (미술) 노엘 보이슨 Noelle Boisson (편집) 윌리엄 홉스 William Hobbs (무술지도),배우/제작진 수상 이력@수상정보 테이블표@2018@제 71회 칸영화제@후보@칸 클래식 (장 폴 라프노)@1992@제 12회 런던 비평가 협회상@수상@남우주연상 (제라르 드빠르디유)@수상@외국어영화상@제 45회 영국 아카데미 시상식@수상@분장상 (Jean-Pierre Eychenne)@수상@안소니 아스퀴스상 (장-클로드 페티트)@수상@의상상 (Franca Squarciapino)@수상@촬영상 (Pierre L’Homme)@1991@제 16회 세자르영화제@수상@작품상 (장-폴 라프노)@제 63회 미국 아카데미 시상식@후보@남우주연상 (제라르 드빠르디유)@수상@의상상 (Franca Squarciapino)@제 48회 골든 글로브 시상식@수상@외국어 영화상 (장-폴 라프노)@1990@제 3회 유럽영화상@수상@유러피안 미술감독상 (에지오 프리게리오 외 1명)@제 15회 토론토국제영화제@수상@관객상 (장-폴 라프노)@제 43회 칸영화제@수상@남우주연상 (제라르 드빠르디유)@접기,-,-,       ,https://www.youtube.com/watch?v=ciNDRPcs3Y0
